IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,false,,,,,,,,,,,,,4469,,,,,,4469,,"Source: HR Manager, National Department of Health",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2018,false,,,,,,,,,,,,,45000,,,,,,45 000,,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2018,true,,,,,,,,,,,,,4627,,,,,,4627,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2018,false,,,,,,,,,,,,,4787,,,,,,4787,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2018,true,,,,,,,,,,,,,500,,,,,,500,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,false,,,,,,,,,,,,,505,,,,,,505,,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2018,true,,,,,,,,,,,,,54180,,,,,,54 180,,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,false,,,,,,,,,,,,,55136,,,,,,55 136,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,KEN,Kenya,Year,2018,false,,,,,,,,,,,,,58079,,,,,,58 079,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2018,false,,,,,,,,,,,,,6324,,,,,,6324,,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,false,,,,,,,,,,,,,66202,,,,,,66 202,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2018,false,,,,,,,,,,,,,7086,,,,,,7086,,Public and private,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2018,true,,,,,,,,,,,,,716,,,,,,716,,Source: Health facilities assessment reports (Harare workshop),EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2018,true,,,,,,,,,,,,,963,,,,,,963,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,IND,India,Year,2018,false,,,,,,,,,,,,,970676,,,,,,970 676,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,false,,,,,,,,,,,,,15000,,,,,,15 000,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2017,false,,,,,,,,,,,,,15456,,,,,,15 456,,Only community health nurses Source:THE HEALTH SECTOR IN GHANA FACTS AND FIGURES 2018,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,false,,,,,,,,,,,,,161,,,,,,161,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2017,false,,,,,,,,,,,,,1991,,,,,,1991,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2017,false,,,,,,,,,,,,,200,,,,,,200,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2017,false,,,,,,,,,,,,,2749,,,,,,2749,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,BRA,Brazil,Year,2017,false,,,,,,,,,,,,,436590,,,,,,436 590,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2017,false,,,,,,,,,,,,,5,,,,,,5,,Source: IHRIS et Annuaire national RHS,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2017,false,,,,,,,,,,,,,7545,,,,,,7545,,Public and private,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2017,false,,,,,,,,,,,,,863,,,,,,863,,"Source: AU CHW survey. Includes agents de sante communautaire, personne relais communautaire, agent de developpement communautaire, volontaire communautaire",EN,2023-01-12T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,false,,,,,,,,,,,,,13006,,,,,,13 006,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,,,,,,,,,,,,,1357,,,,,,1357,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,false,,,,,,,,,,,,,158,,,,,,158,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,false,,,,,,,,,,,,,215,,,,,,215,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,false,,,,,,,,,,,,,28580,,,,,,28 580,,"Source: Afghanistan Country Profile, UNICEF ROSA CHW evaluation. https://www.unicef.org/rosa/documents/formative-evaluation-community-health-workers-policies-and-programmes",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,,,,,,,,,,,,,30000,,,,,,30 000,,Source: Iran case study. USAID MCHIP Case Studies of Large-Scale Community Health Worker Programs (January 2017),EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2016,false,,,,,,,,,,,,,300,,,,,,300,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,,,,,,,,,,,,,302,,,,,,302,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,false,,,,,,,,,,,,,5,,,,,,5,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,,,,,,,,,,,,,5419,,,,,,5419,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,false,,,,,,,,,,,,,621,,,,,,621,,Source: Human Resources for Health Country Profile Sierra Leone Country Profile,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,false,,,,,,,,,,,,,6700,,,,,,6700,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,,,,,,,,,,,,,7114,,,,,,7114,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,true,,,,,,,,,,,,,887,,,,,,887,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,false,,,,,,,,,,,,,893,,,,,,893,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2015,true,,,,,,,,,,,,,1054,,,,,,1054,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2015,false,,,,,,,,,,,,,11200,,,,,,11 200,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2015,false,,,,,,,,,,,,,1429,,,,,,1429,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2015,false,,,,,,,,,,,,,154,,,,,,154,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2015,false,,,,,,,,,,,,,16448,,,,,,16 448,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2015,true,,,,,,,,,,,,,17,,,,,,17,,Includes Community health workers.  Data Source: Ministry of Health & Medical Services,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,UGA,Uganda,Year,2015,false,,,,,,,,,,,,,179175,,,,,,179 175,,Source: Ministry of Health (2015).  National Village Health Teams (VHT) Assessment in Uganda.,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2015,true,,,,,,,,,,,,,2326,,,,,,2326,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GIN,Guinea,Year,2015,false,,,,,,,,,,,,,6700,,,,,,6700,,"Source :COMPTES NATIONAUX DES PERSONNELS DE SANTE (CNPS)  GUINEE Presente par:  Dr Mohamed FAZA DIALLO, Chef Service Formation & Perfectionnement MSHP Dr MARA Karifa, Conseiller charge de Politiques et Systeme de Sante, OMS",EN,2023-01-12T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2015,false,,,,,,,,,,,,,770,,,,,,770,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,false,,,,,,,,,,,,,858,,,,,,858,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2014,false,,,,,,,,,,,,,509,,,,,,509,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2014,false,,,,,,,,,,,,,711,,,,,,711,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2013,true,,,,,,,,,,,,,100,,,,,,100,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2013,false,,,,,,,,,,,,,1204,,,,,,1204,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2013,false,,,,,,,,,,,,,241,,,,,,241,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2013,false,,,,,,,,,,,,,5293,,,,,,5293,,"Includes Community Health Workers.  Data Source: Estimated health workforce from Labour Force Survey, ILO 2018",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,NER,Niger,Year,2013,false,,,,,,,,,,,,,6560,,,,,,6560,,Source: Data from Niger case study (2560 ASCs and 4000 Relais volunteers). USAID MCHIP Case Studies of Large-Scale Community Health Worker Programs (January 2017),EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2013,false,,,,,,,,,,,,,696,,,,,,696,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2012,false,,,,,,,,,,,,,1213,,,,,,1213,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2012,false,,,,,,,,,,,,,166,,,,,,166,,Includes Family Walfare Educators.  Data Source: Health Statistic Unit of Botswana,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2012,false,,,,,,,,,,,,,2099,,,,,,2099,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2012,false,,,,,,,,,,,,,3397,,,,,,3397,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2012,false,,,,,,,,,,,,,578,,,,,,578,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2012,false,,,,,,,,,,,,,643,,,,,,643,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2012,false,,,,,,,,,,,,,73838,,,,,,73 838,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2011,true,,,,,,,,,,,,,1126443,,,,,,1 126 443,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2011,false,,,,,,,,,,,,,12621,,,,,,12 621,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,ROU,Romania,Year,2011,true,,,,,,,,,,,,,16170,,,,,,16 170,,"Includes Community health workers.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2011,false,,,,,,,,,,,,,166,,,,,,166,,Includes Family Walfare Educators.  Data Source: Health Statistic Unit of Botswana,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2011,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2011,false,,,,,,,,,,,,,187,,,,,,187,,"Includes Community health care officer, Community health workers n.e.c.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https:/",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EUR,Europe,Country,GRC,Greece,Year,2011,true,,,,,,,,,,,,,260,,,,,,260,,"Includes Community health workers.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2011,false,,,,,,,,,,,,,3371,,,,,,3371,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2011,false,,,,,,,,,,,,,367,,,,,,367,,"Includes ARC (Community Relay Agents).  Data Source: Ministry of Health, General Census of Health Personnel 2011",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2011,false,,,,,,,,,,,,,566,,,,,,566,,"Includes Community Health.  Data Source: Ministry of Health and Sanitation, Personnel Unit",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2011,false,,,,,,,,,,,,,60271,,,,,,60 271,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2010,false,,,,,,,,,,,,,1091863,,,,,,1 091 863,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2010,false,,,,,,,,,,,,,11200,,,,,,11 200,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2010,false,,,,,,,,,,,,,11510,,,,,,11 510,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2010,false,,,,,,,,,,,,,110,,,,,,110,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,,,,,,,,,,,,,132,,,,,,132,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2010,false,,,,,,,,,,,,,166,,,,,,166,,Includes Family Walfare Educators.  Data Source: Health Statistic Unit of Botswana,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2010,true,,,,,,,,,,,,,19,,,,,,19,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2010,false,,,,,,,,,,,,,1976,,,,,,1976,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GUY,Guyana,Year,2010,true,,,,,,,,,,,,,245,,,,,,245,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,BRA,Brazil,Year,2010,false,,,,,,,,,,,,,334355,,,,,,334 355,,"Includes Community health workers.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2010,false,,,,,,,,,,,,,3344,,,,,,3344,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2010,false,,,,,,,,,,,,,437,,,,,,437,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2010,true,,,,,,,,,,,,,53,,,,,,53,,"Includes Community health workers.  Data Source: Ministry of Health, Marshall Islands.",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2010,false,,,,,,,,,,,,,591,,,,,,591,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2009,false,,,,,,,,,,,,,1113331,,,,,,1 113 331,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2009,false,,,,,,,,,,,,,10731,,,,,,10 731,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2009,false,,,,,,,,,,,,,114,,,,,,114,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,BLZ,Belize,Year,2009,true,,,,,,,,,,,,,158,,,,,,158,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2009,false,,,,,,,,,,,,,166,,,,,,166,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2009,false,,,,,,,,,,,,,1713,,,,,,1713,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GUY,Guyana,Year,2009,false,,,,,,,,,,,,,245,,,,,,245,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2009,false,,,,,,,,,,,,,3,,,,,,3,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2009,false,,,,,,,,,,,,,30950,,,,,,30 950,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2009,false,,,,,,,,,,,,,3278,,,,,,3278,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2009,false,,,,,,,,,,,,,328,,,,,,328,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2009,false,,,,,,,,,,,,,513,,,,,,513,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,NER,Niger,Year,2009,false,,,,,,,,,,,,,6308,,,,,,6308,,Source: Data from Niger case study (2308 Agents de Sante Communautaire (ASCs) and 4000 Relais volunteers). USAID MCHIP Case Studies of Large-Scale Community Health Worker Programs (January 2017),EN,2023-01-12T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2009,true,,,,,,,,,,,,,9,,,,,,9,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
