IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2008,false,,,,,,,,,,,,,10002,,,,,,10 002,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MWI,Malawi,Year,2008,false,,,,,,,,,,,,,10055,,,,,,10 055,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2008,false,,,,,,,,,,,,,1150,,,,,,1150,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2008,false,,,,,,,,,,,,,132,,,,,,132,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2008,false,,,,,,,,,,,,,14,,,,,,14,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2008,false,,,,,,,,,,,,,1746,,,,,,1746,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2008,false,,,,,,,,,,,,,19268,,,,,,19 268,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2008,true,,,,,,,,,,,,,212,,,,,,212,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2008,false,,,,,,,,,,,,,24571,,,,,,24 571,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2008,false,,,,,,,,,,,,,27000,,,,,,27 000,,"Source: Ahmadnia S, Salehi N, Madanipour A. A nationwide gender-sensitive survey of Iranian Behvarzes (health workers), their. Job satisfaction and motives. refahj 2008; 8 (30 and 31) :117-142 URL: http://refahj.uswr.ac.ir/article-1-1921-en.html",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2008,true,,,,,,,,,,,,,31,,,,,,31,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2008,false,,,,,,,,,,,,,3247,,,,,,3247,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2008,false,,,,,,,,,,,,,3762,,,,,,3762,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2008,false,,,,,,,,,,,,,3883,,,,,,3883,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2008,false,,,,,,,,,,,,,450,,,,,,450,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2008,false,,,,,,,,,,,,,4502,,,,,,4502,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2008,false,,,,,,,,,,,,,61,,,,,,61,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2008,false,,,,,,,,,,,,,727,,,,,,727,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2008,false,,,,,,,,,,,,,78000,,,,,,78 000,,"Data for BRAC CHWs. Source: GHWA publication ""Global Experience of Community Health Workers for Delivery of Health Related Millennium Development Goals: A Systematic Review, Country Case Studies, and Recommendations for Integration into National Health Sy",EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2008,false,,,,,,,,,,,,,938313,,,,,,938 313,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2007,false,,,,,,,,,,,,,113,,,,,,113,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2007,false,,,,,,,,,,,,,1156,,,,,,1156,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2007,false,,,,,,,,,,,,,17653,,,,,,17 653,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2007,false,,,,,,,,,,,,,19268,,,,,,19 268,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2007,false,,,,,,,,,,,,,3197,,,,,,3197,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2007,false,,,,,,,,,,,,,424,,,,,,424,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2007,false,,,,,,,,,,,,,476,,,,,,476,,Includes Family Walfare Educators.  Data Source: Health Statistic Unit of Botswana,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2007,false,,,,,,,,,,,,,478,,,,,,478,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2007,false,,,,,,,,,,,,,931761,,,,,,931 761,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2006,true,,,,,,,,,,,,,1012,,,,,,1012,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2006,false,,,,,,,,,,,,,3137,,,,,,3137,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2006,false,,,,,,,,,,,,,920,,,,,,920,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2006,false,,,,,,,,,,,,,957459,,,,,,957 459,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2005,false,,,,,,,,,,,,,21000,,,,,,21 000,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2005,false,,,,,,,,,,,,,3025,,,,,,3025,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2005,false,,,,,,,,,,,,,4480,,,,,,4480,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,,,,,,,,,,,,,45000,,,,,,45 000,,,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2005,false,,,,,,,,,,,,,916532,,,,,,916 532,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2005,false,,,,,,,,,,,,,920,,,,,,920,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2004,false,,,,,,,,,,,,,10,,,,,,10,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2004,false,,,,,,,,,,,,,1201,,,,,,1201,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2004,false,,,,,,,,,,,,,15752,,,,,,15 752,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2004,true,,,,,,,,,,,,,150,,,,,,150,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,TCD,Chad,Year,2004,false,,,,,,,,,,,,,154,,,,,,154,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2004,false,,,,,,,,,,,,,16206,,,,,,16 206,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2004,true,,,,,,,,,,,,,1638,,,,,,1638,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2004,false,,,,,,,,,,,,,21202,,,,,,21 202,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2004,false,,,,,,,,,,,,,2355,,,,,,2355,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2004,false,,,,,,,,,,,,,236,,,,,,236,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2004,false,,,,,,,,,,,,,25242,,,,,,25 242,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2004,false,,,,,,,,,,,,,2542,,,,,,2542,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2004,true,,,,,,,,,,,,,308,,,,,,308,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2004,false,,,,,,,,,,,,,4000,,,,,,4000,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2004,false,,,,,,,,,,,,,405,,,,,,405,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2004,false,,,,,,,,,,,,,44293,,,,,,44 293,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2004,true,,,,,,,,,,,,,4716,,,,,,4716,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2004,false,,,,,,,,,,,,,515,,,,,,515,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BDI,Burundi,Year,2004,false,,,,,,,,,,,,,548,,,,,,548,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2004,false,,,,,,,,,,,,,558,,,,,,558,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2004,false,,,,,,,,,,,,,883075,,,,,,883 075,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2004,false,,,,,,,,,,,,,99,,,,,,99,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2003,false,,,,,,,,,,,,,13433,,,,,,13 433,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2003,false,,,,,,,,,,,,,412,,,,,,412,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2003,true,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2003,false,,,,,,,,,,,,,867,,,,,,867,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2003,false,,,,,,,,,,,,,867778,,,,,,867 778,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2002,false,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2002,false,,,,,,,,,,,,,862,,,,,,862,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2001,false,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2001,true,,,,,,,,,,,,,48,,,,,,48,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2001,false,,,,,,,,,,,,,5669,,,,,,5669,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2001,false,,,,,,,,,,,,,821,,,,,,821,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2000,false,,,,,,,,,,,,,1319357,,,,,,1 319 357,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2000,false,,,,,,,,,,,,,1269,,,,,,1269,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2000,false,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2000,true,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2000,false,,,,,,,,,,,,,5443,,,,,,5443,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1999,false,,,,,,,,,,,,,1324937,,,,,,1 324 937,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1999,false,,,,,,,,,,,,,32,,,,,,32,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,1999,false,,,,,,,,,,,,,45,,,,,,45,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1999,false,,,,,,,,,,,,,5299,,,,,,5299,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,1999,false,,,,,,,,,,,,,775,,,,,,775,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1998,false,,,,,,,,,,,,,1327633,,,,,,1 327 633,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1998,false,,,,,,,,,,,,,32,,,,,,32,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,1998,false,,,,,,,,,,,,,40,,,,,,40,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1998,false,,,,,,,,,,,,,4959,,,,,,4959,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,1998,false,,,,,,,,,,,,,742,,,,,,742,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1997,false,,,,,,,,,,,,,1317786,,,,,,1 317 786,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1997,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1997,false,,,,,,,,,,,,,4589,,,,,,4589,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1996,false,,,,,,,,,,,,,1316095,,,,,,1 316 095,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1996,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,1996,false,,,,,,,,,,,,,323,,,,,,323,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1996,false,,,,,,,,,,,,,4407,,,,,,4407,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1996,false,,,,,,,,,,,,,708,,,,,,708,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1995,false,,,,,,,,,,,,,1331017,,,,,,1 331 017,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AFR,Africa,Country,RWA,Rwanda,Year,1995,false,,,,,,,,,,,,,12000,,,,,,12 000,,Source: Rwanda case study. USAID MCHIP Case Studies of Large-Scale Community Health Worker Programs (January 2017),EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1995,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1995,false,,,,,,,,,,,,,4185,,,,,,4185,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1994,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1994,false,,,,,,,,,,,,,4107,,,,,,4107,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1993,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,1993,false,,,,,,,,,,,,,286,,,,,,286,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1993,false,,,,,,,,,,,,,3920,,,,,,3920,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1992,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,1992,false,,,,,,,,,,,,,3796,,,,,,3796,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1991,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,1991,false,,,,,,,,,,,,,234,,,,,,234,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1990,false,,,,,,,,,,,,,1231510,,,,,,1 231 510,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1990,false,,,,,,,,,,,,,17,,,,,,17,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,1989,false,,,,,,,,,,,,,224,,,,,,224,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,1988,false,,,,,,,,,,,,,1557,,,,,,1557,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1985,false,,,,,,,,,,,,,1293094,,,,,,1 293 094,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1980,false,,,,,,,,,,,,,3820776,,,,,,3 820 776,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
HWF_0024,Community Health Workers (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,1978,false,,,,,,,,,,,,,4777469,,,,,,4 777 469,,Includes Community Health Workers .,EN,2023-01-11T16:00:00.000Z
